temperature,humidity,gas_ppm,vibration,light_lux,condition
7.91,45.17,118.52,0.92,129.77,normal
2.78,46.82,171.41,0.39,205.71,normal
2.54,50.12,121.21,0.72,59.71,normal
7.17,45.3,170.28,0.83,117.27,normal
6.68,46.81,98.13,0.96,176.35,normal
5.12,40.2,108.34,0.35,112.2,normal
6.81,46.48,245.65,0.41,248.67,normal
4.0,75.6,174.71,0.97,134.86,abnormal
7.76,50.89,84.66,0.18,95.74,normal
2.78,42.45,230.91,0.92,56.84,normal
7.81,58.07,736.11,0.96,234.5,abnormal
5.46,42.63,217.89,4.26,205.35,abnormal
7.31,49.94,220.48,0.7,100.32,normal
3.86,47.25,149.48,0.58,72.62,normal
4.35,46.01,656.27,0.23,202.05,abnormal
5.04,49.42,83.3,0.08,58.27,normal
3.87,53.7,105.51,0.02,186.22,normal
5.94,40.07,202.94,0.49,109.51,normal
13.98,50.6,185.32,0.66,189.24,abnormal
7.33,48.12,102.37,0.47,180.05,normal
2.59,43.42,195.76,0.57,100.57,normal
2.3,57.35,147.7,0.48,231.71,normal
6.41,58.64,216.85,0.2,164.57,normal
7.71,42.84,120.44,0.56,129.58,normal
2.06,40.98,94.95,0.26,139.09,normal
3.37,48.03,92.83,0.74,156.3,normal
2.6,52.69,81.18,0.36,194.47,normal
4.98,59.62,245.82,0.67,55.54,normal
2.44,42.61,100.26,0.56,159.94,normal
2.76,44.54,105.4,0.57,218.36,normal
5.45,57.02,208.17,0.59,151.1,normal
2.62,50.71,239.44,0.91,232.9,normal
2.46,56.85,216.35,0.65,66.66,normal
7.84,58.08,159.33,0.83,141.9,normal
2.66,55.83,132.66,0.18,162.26,normal
3.43,48.24,145.53,0.35,65.95,normal
-0.84,43.56,191.03,0.95,243.57,abnormal
4.7,55.19,189.78,0.71,961.09,abnormal
6.51,45.94,188.01,0.2,226.67,normal
7.38,50.38,498.87,0.97,125.28,abnormal
4.03,48.12,200.87,0.31,228.87,normal
2.26,43.13,235.68,0.05,1306.08,abnormal
5.2,40.38,130.46,0.29,166.24,normal
2.3,40.61,88.47,0.29,170.28,normal
4.13,44.56,150.58,0.29,83.56,normal
6.68,53.88,103.53,0.37,168.78,normal
-2.52,51.99,89.02,0.76,193.57,abnormal
6.98,59.49,235.1,0.68,79.66,normal
7.67,42.27,158.22,0.82,129.2,normal
4.95,92.33,151.59,0.97,52.55,abnormal
2.39,45.32,236.13,0.8,93.49,normal
5.16,54.74,156.22,0.31,81.58,normal
3.45,55.88,209.48,0.76,173.29,normal
7.47,49.63,161.03,0.93,246.59,normal
5.57,55.79,108.25,0.77,82.71,normal
6.37,44.73,135.16,0.04,90.56,normal
2.1,40.76,245.14,0.06,110.12,normal
2.41,56.81,133.0,0.15,150.65,normal
6.43,46.5,124.17,0.94,192.88,normal
5.85,42.5,185.27,0.6,194.82,normal
6.41,48.86,141.83,0.86,239.22,normal
3.18,59.12,196.26,0.4,53.84,normal
3.27,55.56,180.29,0.18,248.27,normal
5.08,51.16,117.81,0.46,99.62,normal
5.07,57.84,121.87,0.93,96.49,normal
5.77,56.77,115.39,0.18,96.0,normal
7.07,43.05,208.89,0.93,54.33,normal
4.25,54.29,157.97,0.05,96.03,normal
7.5,48.0,101.34,0.82,115.33,normal
4.92,41.8,241.03,0.32,221.84,normal
5.53,59.33,187.79,0.7,104.68,normal
5.89,53.74,130.86,0.34,111.11,normal
5.72,47.43,143.28,0.09,114.15,normal
6.88,58.83,211.02,0.08,68.23,normal
7.86,59.47,138.69,0.02,193.1,normal
6.13,52.22,123.17,0.76,63.68,normal
4.82,46.66,164.53,0.76,121.59,normal
4.59,14.61,242.99,0.63,76.29,abnormal
3.48,56.8,153.2,0.74,76.83,normal
6.02,50.73,142.0,0.95,932.58,abnormal
2.06,55.58,157.89,0.94,112.53,normal
2.33,52.14,192.12,0.5,121.7,normal
5.57,49.21,93.15,0.19,93.15,normal
19.13,50.1,206.68,0.59,71.86,abnormal
3.71,55.09,204.56,0.85,196.54,normal
4.91,50.27,165.14,0.1,168.78,normal
6.8,57.92,191.6,0.39,98.61,normal
4.45,50.17,200.31,0.73,67.72,normal
4.12,48.41,181.3,0.99,175.54,normal
4.29,59.87,208.99,0.54,82.06,normal
5.14,40.24,241.37,0.71,81.32,normal
5.83,51.08,194.45,0.94,108.08,normal
3.16,44.22,151.4,0.02,153.15,normal
6.27,40.58,170.69,0.05,130.07,normal
7.31,55.2,179.28,0.99,124.25,normal
4.08,45.68,173.27,0.41,228.34,normal
4.88,51.29,240.45,0.38,153.02,normal
4.24,57.37,137.4,0.49,70.2,normal
4.13,40.91,193.7,0.8,214.21,normal
3.82,58.52,95.2,0.05,175.16,normal
5.53,42.93,202.36,0.13,155.85,normal
3.99,25.82,120.84,0.47,145.36,abnormal
2.11,44.0,144.35,0.69,146.21,normal
2.97,48.31,143.1,0.55,184.66,normal
2.62,45.25,89.79,0.95,241.06,normal
3.93,53.16,249.45,0.3,248.51,normal
6.47,40.73,175.81,0.92,218.59,normal
4.98,52.62,120.27,0.51,77.02,normal
4.35,40.26,215.72,0.77,99.75,normal
6.03,40.55,178.64,0.29,112.57,normal
5.71,44.52,83.02,0.69,192.77,normal
7.95,51.33,189.45,0.31,104.29,normal
2.92,52.38,197.84,0.36,154.37,normal
2.94,46.74,156.9,0.33,130.84,normal
2.76,40.75,118.16,0.95,57.79,normal
4.81,57.06,245.85,0.1,121.89,normal
5.11,54.73,220.43,0.1,153.32,normal
6.63,50.14,234.4,0.34,132.56,normal
6.26,56.02,224.47,0.22,75.42,normal
3.76,45.51,187.93,0.03,161.37,normal
4.5,46.53,160.52,0.61,215.83,normal
7.13,45.64,131.5,0.01,82.01,normal
5.33,45.02,172.52,0.39,1224.19,abnormal
4.77,49.24,131.03,0.04,238.6,normal
7.23,58.27,85.37,0.15,185.81,normal
6.87,58.4,213.96,0.6,99.71,normal
2.04,41.71,124.83,0.93,207.59,normal
7.0,42.48,461.16,0.58,209.92,abnormal
3.89,58.96,242.59,0.68,78.6,normal
4.92,51.2,193.74,0.21,62.68,normal
3.57,45.62,113.66,0.07,70.73,normal
5.37,42.07,81.65,5.93,234.33,abnormal
3.39,46.3,99.69,0.87,183.7,normal
4.7,50.05,150.39,0.57,104.98,normal
8.0,47.73,97.01,0.66,150.67,normal
2.42,43.96,124.65,0.81,202.59,normal
3.89,42.5,209.98,0.46,182.28,normal
3.61,41.09,203.36,0.03,92.96,normal
3.59,22.36,178.71,0.92,155.05,abnormal
7.66,44.94,98.11,0.23,199.56,normal
2.53,91.32,148.77,0.3,50.86,abnormal
3.34,48.53,217.54,0.35,238.06,normal
5.34,46.95,237.33,0.4,67.52,normal
2.49,59.93,182.44,0.64,109.06,normal
2.99,44.52,86.37,0.93,54.26,normal
3.74,50.42,158.86,0.3,162.29,normal
5.82,56.33,180.46,0.51,153.35,normal
7.39,44.93,217.38,0.03,60.71,normal
4.81,55.07,155.57,5.8,203.04,abnormal
4.88,51.48,132.69,0.2,90.4,normal
14.44,42.07,238.37,0.07,71.32,abnormal
4.54,41.04,86.21,0.62,84.04,normal
3.72,41.72,245.2,0.36,219.84,normal
3.68,44.65,193.15,0.52,182.72,normal
7.91,58.51,143.58,0.16,163.51,normal
6.66,40.53,115.89,0.23,98.76,normal
7.62,41.11,184.92,0.8,166.72,normal
4.43,46.96,202.29,0.72,241.45,normal
5.89,49.13,97.64,0.45,242.31,normal
4.57,58.26,126.42,3.98,194.55,abnormal
-0.24,56.24,219.86,0.85,125.22,abnormal
5.97,56.71,106.08,0.48,212.41,normal
5.98,45.22,93.3,0.93,98.29,normal
6.75,57.89,161.87,0.61,138.06,normal
2.04,47.28,188.98,0.48,95.8,normal
5.65,42.37,201.91,0.39,117.8,normal
6.87,51.15,111.96,0.88,200.02,normal
4.4,56.39,170.97,0.6,53.12,normal
7.86,52.92,141.31,0.0,1373.93,abnormal
3.42,53.23,160.82,0.84,69.81,normal
4.37,59.08,179.14,0.15,114.43,normal
7.11,41.1,84.06,0.92,127.89,normal
2.29,41.6,242.93,0.82,183.44,normal
2.5,46.53,92.55,0.07,167.08,normal
3.55,45.05,211.12,0.62,152.85,normal
2.53,44.62,87.97,0.74,152.4,normal
3.16,57.07,193.22,0.38,164.59,normal
6.08,59.0,235.24,0.82,220.54,normal
3.18,58.64,92.51,0.26,102.48,normal
6.06,58.88,159.25,0.63,175.63,normal
7.41,47.26,133.89,0.42,171.18,normal
2.43,59.83,172.98,0.88,54.2,normal
2.49,54.54,147.6,0.29,146.14,normal
5.78,59.49,117.97,0.03,87.92,normal
2.7,52.56,183.28,0.42,87.85,normal
5.55,48.28,677.46,0.27,217.32,abnormal
6.69,53.33,201.21,0.73,181.72,normal
-0.27,50.67,230.54,0.64,130.46,abnormal
2.61,47.61,182.43,0.46,102.01,normal
3.93,57.2,961.77,0.31,231.4,abnormal
3.54,46.03,168.44,0.76,99.66,normal
4.58,54.07,172.16,0.51,1372.11,abnormal
13.09,59.42,117.53,0.43,54.86,abnormal
2.15,51.24,161.41,0.84,113.45,normal
6.05,55.63,89.48,0.64,127.73,normal
4.89,49.58,183.66,2.69,121.27,abnormal
2.91,54.26,125.3,0.39,97.08,normal
4.47,57.73,244.33,0.4,54.5,normal
3.94,45.94,170.98,0.01,174.5,normal
5.72,51.36,163.25,0.77,194.3,normal
5.43,52.03,141.03,3.96,165.77,abnormal
2.4,59.23,218.74,0.25,140.29,normal
2.44,49.59,116.82,0.39,234.48,normal
6.26,48.51,243.42,0.39,180.59,normal
11.03,47.3,174.45,0.73,82.07,abnormal
6.78,50.86,141.45,0.96,56.41,normal
2.88,59.28,186.81,0.99,1058.62,abnormal
3.34,58.18,226.96,0.8,57.86,normal
6.3,50.5,94.15,0.64,95.91,normal
4.12,58.39,172.61,0.15,50.53,normal
2.38,48.98,83.83,0.29,158.95,normal
6.04,48.74,201.8,0.49,189.64,normal
3.26,47.91,91.26,0.62,196.13,normal
2.55,54.19,83.11,0.36,66.15,normal
5.71,53.77,210.66,0.71,75.76,normal
-0.86,40.26,151.12,1.0,76.93,abnormal
2.23,54.92,169.92,0.0,230.88,normal
6.1,57.54,188.76,0.2,141.38,normal
5.45,59.61,210.48,0.14,241.34,normal
5.64,57.42,200.61,0.22,134.41,normal
5.67,26.72,160.11,0.68,51.85,abnormal
2.01,47.48,234.68,0.06,53.77,normal
4.35,51.61,80.73,0.69,107.48,normal
3.99,40.55,135.96,0.66,147.96,normal
5.48,48.26,197.86,0.52,167.27,normal
2.71,40.12,219.08,0.65,242.86,normal
5.44,54.1,96.78,0.72,89.03,normal
2.97,46.63,107.17,0.24,82.53,normal
7.88,58.71,135.14,0.84,88.62,normal
4.67,46.08,139.47,0.27,61.45,normal
6.28,49.94,148.78,0.94,199.23,normal
5.57,40.93,98.11,0.12,115.92,normal
3.95,50.13,154.02,0.18,139.06,normal
5.23,48.04,117.58,0.98,105.27,normal
7.82,40.4,234.44,0.36,230.48,normal
2.04,55.18,682.53,0.84,136.35,abnormal
7.1,46.19,233.19,0.18,248.33,normal
7.74,46.57,197.66,0.3,196.17,normal
3.09,46.52,214.89,0.56,138.59,normal
5.6,59.65,95.0,0.68,207.05,normal
5.29,40.37,131.93,3.33,132.34,abnormal
7.24,46.5,227.56,0.1,249.46,normal
5.42,57.84,140.63,0.53,142.95,normal
6.54,57.56,192.08,5.86,86.31,abnormal
3.21,54.19,181.17,0.38,51.55,normal
3.63,48.65,207.22,0.13,151.52,normal
5.1,52.35,118.64,0.69,234.14,normal
7.42,54.81,207.11,0.73,164.45,normal
4.87,57.68,223.76,0.13,71.03,normal
6.18,93.7,235.1,0.86,94.07,abnormal
4.91,50.82,168.24,0.35,215.75,normal
6.4,59.26,175.34,0.61,129.31,normal
5.28,55.34,211.91,0.97,143.48,normal
2.31,58.19,176.64,0.65,144.05,normal
3.71,51.65,183.99,0.78,195.6,normal
6.69,46.25,196.28,0.64,100.53,normal
3.66,57.0,87.35,0.4,231.13,normal
4.56,47.71,211.1,0.34,180.84,normal
4.71,47.09,176.57,0.69,56.2,normal
3.55,46.82,190.88,0.52,234.18,normal
7.73,52.74,226.58,0.74,142.41,normal
6.7,59.32,141.86,0.86,140.09,normal
7.53,49.94,150.83,0.99,160.43,normal
5.16,59.92,117.07,0.31,57.79,normal
3.26,59.92,190.87,0.1,1186.71,abnormal
7.74,41.88,236.6,0.64,88.66,normal
5.85,40.05,166.34,0.22,166.77,normal
3.18,54.23,134.66,0.01,230.84,normal
5.53,46.8,242.17,0.33,203.17,normal
3.35,55.3,243.54,0.93,186.68,normal
3.17,49.17,133.31,0.67,116.2,normal
5.74,43.12,181.02,0.05,77.93,normal
3.61,49.75,129.64,0.79,115.95,normal
3.46,47.14,142.58,0.69,247.34,normal
7.89,40.73,149.88,0.47,64.73,normal
3.86,58.74,214.8,0.56,209.86,normal
2.67,43.2,173.67,0.25,182.53,normal
5.81,49.55,204.51,0.79,218.55,normal
4.63,48.1,234.04,0.17,79.89,normal
3.42,54.2,84.49,0.39,783.28,abnormal
4.12,53.42,239.26,0.37,114.77,normal
4.0,42.52,644.73,0.71,135.74,abnormal
4.92,50.78,216.34,0.31,208.72,normal
2.82,48.2,247.65,0.58,170.12,normal
6.94,40.71,168.32,0.69,214.96,normal
4.26,53.21,219.33,0.14,241.98,normal
2.1,58.94,510.26,0.06,138.82,abnormal
2.14,42.08,211.45,0.04,1143.31,abnormal
19.18,41.34,137.93,0.11,57.73,abnormal
7.09,45.06,183.97,0.46,169.83,normal
13.82,54.56,173.71,0.19,97.53,abnormal
3.39,54.69,225.38,0.07,169.25,normal
4.27,52.98,104.94,0.0,117.44,normal
2.51,43.47,151.04,0.87,229.54,normal
2.87,44.66,158.76,0.75,86.37,normal
3.89,52.41,135.11,0.74,157.09,normal
3.0,50.95,104.7,0.4,80.15,normal
5.11,53.87,206.23,0.96,246.17,normal
7.86,51.07,233.26,0.26,190.74,normal
5.48,42.75,229.78,0.49,52.63,normal
6.91,56.44,189.94,0.89,240.16,normal
6.17,45.14,218.82,0.34,122.36,normal
5.3,53.9,159.78,0.55,157.27,normal
2.02,53.94,183.02,0.42,145.71,normal
7.21,59.88,94.69,0.9,152.79,normal
7.72,43.06,132.07,0.4,62.26,normal
5.08,59.78,231.91,0.69,64.24,normal
4.27,42.39,84.56,0.34,223.14,normal
5.1,48.48,136.9,0.73,129.56,normal
6.77,41.49,222.69,0.64,125.6,normal
5.46,47.35,90.9,3.86,154.74,abnormal
-0.43,59.93,102.7,0.68,97.64,abnormal
6.11,41.66,147.81,0.02,165.36,normal
5.7,53.62,174.55,0.52,50.55,normal
4.83,53.84,212.51,0.69,147.18,normal
3.02,84.59,190.31,0.72,60.96,abnormal
2.35,44.52,152.19,0.55,124.6,normal
4.28,53.99,190.18,0.29,66.65,normal
7.85,41.83,237.48,0.57,50.1,normal
2.31,42.12,174.4,0.36,195.3,normal
2.29,46.96,129.14,0.47,187.22,normal
-0.78,52.36,85.57,0.01,184.92,abnormal
7.31,47.29,186.14,0.6,103.81,normal
6.16,53.27,239.3,0.64,223.63,normal
5.57,54.97,156.72,0.31,216.28,normal
2.91,53.26,195.68,0.76,101.58,normal
2.34,41.67,128.32,0.35,193.76,normal
2.24,55.87,195.59,0.37,230.09,normal
-2.25,55.62,184.14,0.23,138.83,abnormal
6.51,54.83,211.15,0.69,139.46,normal
6.46,58.01,210.41,0.0,156.04,normal
6.6,56.17,157.83,0.6,59.29,normal
3.79,54.47,167.76,0.08,104.57,normal
5.09,44.23,219.31,0.34,130.15,normal
2.27,47.11,123.43,0.33,162.99,normal
4.62,43.65,143.56,0.24,79.07,normal
5.55,41.94,99.82,0.69,61.35,normal
4.23,53.86,92.04,0.53,132.07,normal
5.07,51.08,249.23,0.32,94.47,normal
3.46,56.54,150.05,0.5,91.93,normal
4.72,53.89,190.64,0.69,220.28,normal
6.56,57.69,105.13,0.86,102.94,normal
7.81,49.91,238.51,0.01,220.31,normal
6.96,56.45,167.9,0.88,146.85,normal
7.19,54.37,103.95,0.06,201.74,normal
7.83,45.11,203.9,0.28,111.01,normal
3.05,44.96,157.46,0.1,194.21,normal
4.85,55.89,110.64,0.26,578.52,abnormal
4.02,40.95,126.14,0.8,174.3,normal
4.68,28.85,152.74,0.92,153.69,abnormal
5.54,50.84,158.37,0.47,108.64,normal
3.55,49.04,130.13,0.07,105.53,normal
5.66,59.9,202.75,0.58,188.38,normal
7.97,58.34,197.51,0.96,136.99,normal
4.0,59.82,247.94,0.58,100.23,normal
5.62,42.22,904.18,0.84,155.6,abnormal
4.87,44.85,202.19,0.67,131.42,normal
19.81,48.19,216.56,0.14,76.46,abnormal
7.38,59.32,217.94,2.11,133.78,abnormal
5.11,57.33,244.53,0.1,57.02,normal
4.7,58.48,121.02,0.05,217.4,normal
-0.15,58.27,201.63,0.91,63.48,abnormal
5.89,45.69,157.62,0.87,133.67,normal
6.84,42.6,93.0,4.17,52.87,abnormal
3.12,58.08,171.73,0.8,231.23,normal
3.91,57.64,138.94,0.86,116.27,normal
3.39,48.66,200.47,0.3,154.58,normal
5.77,51.02,168.78,0.34,65.21,normal
5.98,54.1,144.81,0.58,232.27,normal
7.71,45.45,180.19,0.71,155.19,normal
5.22,57.81,248.9,0.84,248.03,normal
2.22,43.08,121.23,0.67,217.95,normal
5.7,51.11,233.79,0.09,196.72,normal
-0.53,58.36,115.36,0.43,126.33,abnormal
3.76,55.75,238.01,0.75,159.03,normal
7.67,54.05,212.23,0.19,78.81,normal
4.27,40.58,121.34,0.01,248.79,normal
5.37,56.62,154.4,0.08,198.68,normal
6.0,44.55,117.72,0.64,119.39,normal
7.87,52.73,142.61,2.97,228.14,abnormal
7.72,42.58,216.72,0.84,149.94,normal
2.22,45.09,116.2,0.53,191.14,normal
2.37,42.52,158.59,0.75,183.84,normal
5.3,56.32,217.72,0.92,54.53,normal
6.73,40.84,203.56,0.15,118.44,normal
4.46,52.07,214.26,0.68,246.22,normal
7.35,59.66,190.37,0.29,70.8,normal
5.35,57.08,91.76,0.79,134.27,normal
3.71,57.39,158.24,0.53,218.28,normal
4.28,75.2,243.86,0.28,184.24,abnormal
6.03,49.99,118.8,0.19,678.32,abnormal
2.98,50.89,136.15,0.53,1418.02,abnormal
2.06,56.98,231.5,0.24,172.99,normal
7.04,53.55,567.43,0.16,104.92,abnormal
2.14,51.1,134.92,0.06,75.75,normal
3.35,59.1,177.91,0.03,73.47,normal
5.03,41.82,209.07,0.14,94.77,normal
5.3,41.07,231.49,0.55,249.64,normal
6.04,58.93,142.22,0.22,141.41,normal
3.19,48.07,83.6,0.64,139.97,normal
6.6,41.42,134.19,0.38,171.63,normal
4.21,53.94,178.83,0.9,120.69,normal
5.41,52.23,143.05,0.37,228.21,normal
5.89,53.77,145.74,0.56,176.31,normal
3.8,47.29,231.32,0.84,229.51,normal
5.75,58.84,197.25,0.13,220.65,normal
-0.15,41.23,157.03,0.67,155.92,abnormal
-0.35,41.49,190.52,0.1,63.42,abnormal
3.11,45.99,234.31,0.49,192.11,normal
2.36,44.09,214.21,0.66,144.72,normal
5.74,45.24,114.42,0.51,204.92,normal
7.71,43.77,203.89,0.68,98.39,normal
2.55,43.37,248.64,0.88,107.15,normal
3.04,44.01,211.39,0.23,178.8,normal
2.13,45.01,109.92,0.72,214.55,normal
6.31,88.2,140.11,0.57,166.6,abnormal
2.16,58.5,161.34,0.91,67.71,normal
5.93,58.08,135.24,0.41,67.27,normal
19.55,55.63,114.67,0.3,242.65,abnormal
6.81,89.2,160.41,0.2,170.17,abnormal
4.59,43.52,158.49,0.55,67.44,normal
3.74,42.57,210.56,0.15,204.65,normal
7.3,54.15,165.43,0.99,57.89,normal
7.16,51.21,107.67,0.53,170.47,normal
5.87,54.23,178.33,0.68,110.4,normal
3.13,56.49,98.31,0.58,168.02,normal
2.42,44.34,134.56,0.96,195.41,normal
2.56,59.18,119.7,0.43,222.52,normal
2.32,46.01,237.38,0.88,248.1,normal
10.11,53.1,197.43,0.9,68.45,abnormal
5.04,55.25,129.4,0.32,223.36,normal
6.33,55.63,83.9,0.89,99.8,normal
5.55,83.6,242.89,0.08,228.87,abnormal
4.35,41.16,201.64,0.45,200.23,normal
6.24,53.06,105.84,0.08,125.46,normal
2.71,40.52,113.29,0.5,178.5,normal
2.56,59.45,194.21,0.98,60.97,normal
6.14,48.79,223.97,0.03,87.59,normal
4.27,55.43,436.26,0.4,142.33,abnormal
5.56,45.62,235.38,0.86,243.57,normal
5.63,57.23,103.28,0.77,93.64,normal
2.18,42.16,195.8,0.52,51.78,normal
4.97,58.26,126.64,0.05,134.17,normal
3.3,44.31,85.21,0.75,117.53,normal
4.95,45.71,198.29,0.69,160.41,normal
5.91,44.87,136.96,0.73,218.15,normal
2.85,57.02,135.25,0.54,188.49,normal
5.3,46.75,126.64,0.32,224.05,normal
6.62,57.88,242.32,0.78,242.77,normal
7.17,55.57,541.12,0.5,162.16,abnormal
6.26,43.91,229.27,0.84,88.5,normal
2.1,45.16,541.23,0.26,122.82,abnormal
4.53,55.99,167.93,0.74,238.75,normal
4.36,49.82,95.02,0.04,95.6,normal
4.07,43.37,155.19,0.4,74.37,normal
3.81,50.26,98.85,0.78,100.61,normal
4.64,50.88,200.14,0.71,190.61,normal
14.14,47.62,97.34,0.39,56.21,abnormal
4.25,41.79,183.29,0.4,199.67,normal
4.05,54.19,125.83,0.97,231.95,normal
4.39,59.4,144.56,0.75,234.98,normal
7.95,50.0,95.22,3.07,55.46,abnormal
6.8,45.45,196.62,0.28,117.59,normal
6.05,55.76,84.87,0.23,51.39,normal
5.61,48.27,246.5,0.15,205.09,normal
4.26,51.74,944.26,0.69,188.09,abnormal
6.36,55.32,206.44,0.8,128.12,normal
5.21,53.16,228.71,0.94,114.97,normal
4.71,59.6,179.53,0.26,206.18,normal
2.51,53.66,234.17,0.03,72.7,normal
6.82,55.81,225.54,0.75,239.44,normal
6.9,52.57,175.54,0.19,199.1,normal
4.78,40.31,151.4,0.81,235.59,normal
5.96,46.71,200.67,0.3,86.25,normal
3.71,89.98,152.72,0.33,77.64,abnormal
6.45,53.93,223.24,0.7,120.75,normal
4.85,43.37,81.32,0.01,132.98,normal
7.19,52.97,155.96,0.27,960.96,abnormal
3.71,55.03,179.46,0.23,184.83,normal
6.27,51.02,219.96,0.42,231.89,normal
4.92,41.82,242.44,0.85,60.6,normal
4.79,59.32,97.58,0.68,174.59,normal
4.03,48.1,92.73,0.74,58.19,normal
7.99,58.93,176.27,0.56,67.97,normal
3.04,89.11,188.31,0.89,99.04,abnormal
6.64,55.74,230.79,0.89,90.4,normal
3.01,50.7,160.22,0.36,131.08,normal
7.96,42.49,115.38,0.92,132.91,normal
3.64,49.13,200.87,0.1,66.56,normal
2.78,54.58,247.38,0.84,223.06,normal
16.75,50.43,181.07,0.07,194.31,abnormal
6.37,42.42,248.1,0.12,110.14,normal
3.53,54.25,93.89,0.1,166.5,normal
2.36,51.53,141.75,0.3,196.29,normal
7.51,44.26,204.38,0.77,153.24,normal
5.91,46.73,200.78,0.24,250.0,normal
7.82,51.19,222.59,0.73,141.7,normal
5.36,57.75,187.53,0.34,84.52,normal
-4.48,53.0,211.05,0.83,160.12,abnormal
3.0,49.66,245.17,0.06,131.82,normal
6.37,42.97,153.16,0.91,218.72,normal
3.29,51.42,249.57,0.46,131.97,normal
6.95,50.59,245.77,0.77,50.23,normal
6.1,54.9,81.64,0.76,168.75,normal
2.28,14.92,168.43,0.06,176.3,abnormal
4.5,54.27,209.83,0.75,237.84,normal
2.22,56.01,215.06,0.71,164.13,normal
3.41,50.09,756.32,0.67,188.31,abnormal
3.83,48.81,149.59,0.68,173.14,normal
7.11,55.97,194.44,0.27,118.06,normal
2.8,49.42,141.28,0.28,204.68,normal
5.01,48.93,179.62,0.5,165.48,normal
7.52,40.81,132.25,0.76,200.96,normal
4.62,43.59,183.95,0.98,61.67,normal
6.46,53.27,233.68,0.35,240.61,normal
4.66,44.83,184.0,0.72,56.6,normal
6.65,45.16,209.3,4.93,95.42,abnormal
5.09,42.93,105.24,0.46,198.93,normal
2.75,54.16,114.02,0.76,164.95,normal
17.2,47.16,222.51,0.21,194.67,abnormal
5.6,44.18,103.12,0.43,93.42,normal
2.9,58.87,198.52,0.16,239.29,normal
4.79,57.9,221.59,0.81,149.46,normal
4.02,51.59,97.34,0.23,95.89,normal
6.6,53.98,230.51,0.01,188.59,normal
5.93,45.02,232.34,0.2,139.15,normal
3.15,57.74,113.43,0.12,175.35,normal
3.26,45.62,639.17,0.77,66.5,abnormal
4.92,50.95,236.73,0.27,93.82,normal
5.14,54.22,186.47,0.75,187.42,normal
7.7,51.43,145.56,0.02,245.45,normal
3.77,56.88,140.61,0.3,216.4,normal
4.21,53.31,171.69,0.22,174.14,normal
3.74,46.46,201.26,0.63,140.06,normal
7.94,52.05,168.81,0.36,90.84,normal
2.8,59.84,116.28,0.8,57.6,normal
5.68,52.14,235.33,0.68,153.58,normal
3.27,53.87,83.89,0.16,168.77,normal
5.49,53.48,243.87,0.8,205.88,normal
6.36,42.56,81.99,0.44,225.39,normal
5.14,52.76,210.46,0.4,141.55,normal
4.51,11.87,130.63,0.57,185.71,abnormal
2.85,51.67,203.11,0.09,196.14,normal
4.01,46.21,225.61,0.38,80.54,normal
5.4,48.01,234.28,0.44,91.18,normal
4.49,51.93,123.72,0.34,169.29,normal
5.34,46.96,213.94,0.29,122.46,normal
5.92,43.97,159.89,0.51,93.44,normal
6.43,41.82,192.57,0.74,238.98,normal
6.03,14.43,206.29,0.17,197.17,abnormal
4.77,54.4,220.56,0.17,195.94,normal
5.03,45.36,116.35,0.98,135.22,normal
6.78,51.61,85.68,0.01,159.74,normal
6.32,54.55,207.12,0.21,221.77,normal
3.86,58.48,156.04,0.77,227.31,normal
3.19,49.38,140.76,0.36,237.89,normal
7.95,55.9,213.77,0.62,54.64,normal
2.58,48.3,235.6,0.77,181.39,normal
7.7,42.15,128.55,0.75,212.92,normal
4.51,59.23,222.02,0.25,148.75,normal
7.76,44.68,154.88,0.55,61.39,normal
7.35,54.23,102.23,0.94,56.0,normal
4.62,58.37,94.94,0.19,158.46,normal
4.7,41.81,169.87,0.75,1002.46,abnormal
3.47,80.28,87.38,0.82,151.62,abnormal
5.02,47.9,206.97,0.06,97.95,normal
5.42,51.83,194.42,0.28,210.44,normal
-3.41,44.45,211.67,0.23,100.23,abnormal
3.98,59.93,111.73,0.1,121.13,normal
3.41,49.04,80.87,0.55,91.92,normal
5.73,17.64,80.12,0.3,210.48,abnormal
4.41,48.83,158.12,0.73,166.57,normal
7.29,48.52,111.66,0.12,117.61,normal
-0.64,56.32,148.86,0.31,120.23,abnormal
6.26,54.22,199.32,0.64,230.59,normal
6.73,46.05,133.36,0.6,92.97,normal
7.07,48.32,201.57,0.4,70.08,normal
3.88,54.98,210.29,0.03,167.22,normal
4.89,55.8,81.97,0.99,226.86,normal
7.13,56.21,225.55,0.09,158.4,normal
2.33,54.95,792.45,0.09,109.04,abnormal
5.47,43.79,148.2,0.78,124.74,normal
2.72,76.9,218.21,0.81,94.52,abnormal
5.19,11.63,153.63,0.66,65.36,abnormal
2.07,46.22,241.15,0.6,90.8,normal
7.01,59.17,174.94,0.72,206.28,normal
2.1,93.37,199.34,0.6,66.75,abnormal
-3.75,42.81,209.61,0.28,120.6,abnormal
15.63,58.84,211.18,0.27,183.15,abnormal
3.28,57.46,92.42,5.72,149.21,abnormal
4.09,43.09,156.32,0.54,127.73,normal
6.14,57.93,246.88,0.91,207.8,normal
6.32,52.99,235.86,0.99,168.38,normal
7.66,48.59,163.37,0.09,72.03,normal
2.29,52.86,172.15,0.9,183.45,normal
6.01,52.9,119.1,0.68,218.75,normal
-4.64,46.49,179.23,0.75,203.8,abnormal
