temperature,humidity,gas_ppm,vibration,condition
4.91,74.1,159.71,0.42,normal
3.96,72.34,327.83,1.03,normal
3.35,70.92,313.83,0.81,normal
3.43,65.35,214.93,0.95,normal
3.43,65.73,297.74,0.37,normal
2.38,79.54,276.58,0.65,normal
5.89,78.78,198.82,1.24,normal
5.28,76.38,158.13,4.63,abnormal
4.44,79.48,312.5,0.15,normal
4.9,71.76,277.35,0.45,normal
2.74,79.94,294.32,1.11,normal
5.65,84.3,308.73,0.86,normal
4.06,82.08,670.63,1.2,abnormal
3.89,80.21,237.39,1.12,normal
3.11,78.43,270.92,1.36,normal
3.09,73.14,153.74,0.62,normal
3.07,76.98,345.18,0.48,normal
2.07,71.49,162.74,0.43,normal
5.31,76.76,276.95,0.49,normal
5.72,65.25,218.12,0.52,normal
3.85,79.85,192.13,1.05,normal
3.02,65.65,320.46,1.45,normal
4.25,71.91,191.51,1.48,normal
3.17,71.31,284.9,0.04,normal
2.67,72.03,236.31,1.49,normal
5.89,76.13,248.15,0.35,normal
-0.86,83.98,174.7,0.59,abnormal
2.44,70.79,322.98,1.15,normal
4.2,42.04,193.55,1.35,abnormal
5.08,77.61,282.85,1.03,normal
4.54,75.05,256.5,0.34,normal
5.03,70.73,334.91,0.24,normal
3.15,45.65,216.81,0.7,abnormal
5.63,72.67,280.62,1.46,normal
4.55,77.38,177.71,0.93,normal
4.28,73.18,515.98,0.91,abnormal
4.5,78.69,340.37,0.03,normal
5.16,72.79,252.27,0.29,normal
3.48,52.49,185.04,1.41,abnormal
2.53,90.65,156.18,0.87,abnormal
4.73,73.87,198.38,0.27,normal
4.57,81.07,317.58,1.31,normal
-0.61,84.25,151.38,0.05,abnormal
5.47,84.91,322.43,0.11,normal
3.04,79.32,174.2,1.16,normal
4.14,65.47,246.16,1.09,normal
3.59,81.45,303.75,0.55,normal
4.05,77.99,235.72,0.19,normal
3.05,81.5,300.72,0.17,normal
3.65,71.8,332.59,1.19,normal
2.39,77.84,164.81,1.35,normal
2.98,70.2,209.06,0.67,normal
4.8,76.36,268.89,1.14,normal
3.15,69.42,224.17,0.54,normal
5.78,68.17,276.78,0.71,normal
3.18,79.87,289.02,0.22,normal
3.54,77.74,155.6,0.32,normal
4.34,70.19,294.23,1.12,normal
3.91,53.0,344.48,0.97,abnormal
4.0,75.47,225.6,1.39,normal
5.48,74.64,246.8,0.57,normal
2.26,69.5,191.29,0.23,normal
4.92,67.39,189.39,0.75,normal
4.55,65.24,299.25,1.23,normal
5.59,79.83,222.71,0.05,normal
5.81,75.15,204.29,1.44,normal
5.49,84.41,539.18,0.85,abnormal
3.02,79.79,287.94,0.98,normal
4.76,74.12,158.05,0.91,normal
2.37,68.8,316.14,0.1,normal
3.21,69.15,670.76,1.14,abnormal
2.39,82.63,160.22,1.19,normal
3.91,73.84,245.21,0.15,normal
4.39,71.0,151.92,0.64,normal
5.55,80.55,188.96,7.03,abnormal
3.83,65.01,300.91,0.9,normal
2.71,75.15,252.84,1.43,normal
5.47,69.98,205.06,0.84,normal
3.76,84.54,339.14,0.73,normal
5.9,74.41,182.63,0.1,normal
3.22,83.51,238.64,0.96,normal
2.73,80.58,302.57,0.32,normal
3.28,75.61,170.58,0.45,normal
4.28,68.09,181.28,1.15,normal
5.41,77.2,181.43,1.44,normal
4.38,73.34,295.29,4.14,abnormal
5.74,81.69,224.16,0.46,normal
5.32,71.31,211.6,0.84,normal
2.02,83.8,161.06,0.61,normal
2.56,74.14,204.84,1.23,normal
4.65,70.12,316.51,0.04,normal
3.53,76.16,297.8,1.2,normal
3.76,70.48,164.89,0.24,normal
5.77,76.86,340.41,1.42,normal
3.56,84.19,291.3,0.37,normal
3.5,67.03,947.74,0.41,abnormal
5.69,67.22,176.86,1.12,normal
5.1,73.28,180.35,0.23,normal
2.8,66.76,199.05,0.86,normal
3.04,75.62,208.28,0.03,normal
2.27,80.72,292.28,0.47,normal
4.99,39.3,214.25,0.34,abnormal
2.8,84.43,201.81,0.91,normal
-1.64,73.22,229.26,0.73,abnormal
4.11,83.26,252.45,0.02,normal
2.13,75.08,309.66,1.19,normal
4.3,77.69,296.89,0.85,normal
11.72,80.97,319.26,0.13,abnormal
4.6,68.82,551.16,1.03,abnormal
3.86,82.79,348.87,0.23,normal
2.73,76.5,240.81,1.17,normal
5.79,82.79,230.29,0.44,normal
3.56,65.17,214.48,0.23,normal
4.7,71.53,820.43,1.0,abnormal
4.3,72.09,326.06,1.3,normal
5.09,69.12,186.32,0.04,normal
5.38,80.59,258.02,1.43,normal
3.26,69.6,191.76,0.45,normal
3.08,83.73,193.45,0.53,normal
5.6,73.79,316.83,0.56,normal
4.98,79.8,226.08,0.67,normal
2.82,72.61,312.9,0.14,normal
5.65,79.49,174.34,1.13,normal
3.96,77.1,299.94,0.48,normal
5.94,81.0,221.97,0.38,normal
3.83,65.15,310.68,0.6,normal
3.44,93.1,163.06,1.42,abnormal
2.92,79.02,280.09,1.22,normal
14.66,70.49,279.47,0.48,abnormal
3.0,76.29,175.59,0.23,normal
5.05,66.22,310.48,1.3,normal
3.49,73.3,181.5,0.26,normal
0.23,81.21,186.32,1.32,abnormal
2.65,74.95,211.21,0.94,normal
4.49,90.28,155.17,0.04,abnormal
4.94,67.89,231.53,0.81,normal
4.89,68.39,170.02,0.52,normal
3.68,66.33,343.75,0.7,normal
5.59,73.81,321.38,1.21,normal
3.9,82.99,201.37,0.48,normal
5.83,78.37,169.28,0.74,normal
2.79,69.39,590.87,1.41,abnormal
2.33,66.9,230.77,1.33,normal
2.9,68.69,281.87,0.49,normal
4.36,75.34,347.53,4.33,abnormal
3.69,96.61,265.87,1.4,abnormal
5.62,72.7,159.6,0.3,normal
2.57,65.68,308.95,0.24,normal
4.29,74.68,218.78,0.94,normal
4.31,74.04,192.97,0.93,normal
2.47,70.59,303.7,1.39,normal
5.57,70.11,311.4,0.73,normal
4.65,78.36,218.48,0.78,normal
3.46,77.85,342.95,0.19,normal
3.83,67.22,260.09,0.44,normal
3.81,95.53,337.91,1.45,abnormal
-0.81,83.82,349.71,0.29,abnormal
0.33,68.97,298.92,0.79,abnormal
4.25,75.61,159.4,0.8,normal
4.77,84.94,183.35,0.24,normal
4.54,82.18,195.25,1.4,normal
4.16,84.1,234.8,0.3,normal
5.88,73.02,227.95,0.78,normal
3.91,71.44,294.31,0.45,normal
4.83,78.36,191.75,1.1,normal
2.27,80.1,178.06,0.72,normal
5.89,84.53,345.67,0.59,normal
3.68,76.83,199.71,0.53,normal
5.8,67.81,230.29,1.09,normal
4.69,69.12,178.48,0.41,normal
4.55,75.41,254.85,1.16,normal
2.93,73.77,314.45,0.81,normal
2.61,82.6,300.85,1.08,normal
10.67,82.82,172.57,0.7,abnormal
5.5,78.83,308.89,1.14,normal
2.41,84.95,270.66,0.9,normal
5.48,78.3,317.34,1.44,normal
4.55,82.3,206.04,1.09,normal
3.01,75.16,233.93,1.25,normal
8.09,79.26,247.11,0.88,abnormal
3.74,70.32,349.46,1.24,normal
4.43,76.31,271.33,1.31,normal
2.17,67.16,317.64,0.96,normal
2.38,84.33,197.72,0.87,normal
4.42,81.31,293.66,0.06,normal
3.76,74.21,322.68,0.06,normal
5.22,79.89,236.36,1.36,normal
2.72,77.61,215.79,0.44,normal
2.11,74.13,328.19,0.54,normal
3.41,84.31,205.33,1.18,normal
4.8,77.7,303.72,0.24,normal
5.45,77.97,298.14,1.13,normal
2.69,75.0,167.77,0.53,normal
5.22,84.32,213.31,0.46,normal
12.48,71.26,249.44,0.28,abnormal
3.06,79.15,220.12,1.21,normal
0.88,71.46,172.3,0.87,abnormal
4.57,70.92,261.98,3.89,abnormal
2.3,66.87,292.33,1.37,normal
5.41,67.92,218.03,0.53,normal
3.54,81.9,297.26,1.31,normal
4.45,84.41,214.77,0.34,normal
-0.36,78.35,204.76,0.74,abnormal
-1.26,69.52,279.58,0.32,abnormal
2.97,65.42,272.44,1.26,normal
4.2,76.36,232.46,1.27,normal
4.51,82.77,345.83,1.12,normal
5.93,81.07,202.71,0.56,normal
-1.04,72.14,341.62,0.2,abnormal
2.99,75.77,175.75,7.91,abnormal
4.03,74.51,212.7,1.21,normal
4.88,79.35,278.99,0.83,normal
3.08,51.73,242.05,0.66,abnormal
2.26,84.92,154.42,0.67,normal
5.58,74.53,291.26,0.1,normal
5.82,70.52,200.4,1.34,normal
4.39,73.62,302.87,0.2,normal
4.65,71.2,289.44,0.46,normal
5.19,75.16,231.43,1.15,normal
3.26,65.14,926.72,1.07,abnormal
2.48,84.55,272.77,0.79,normal
4.93,69.98,270.31,1.14,normal
2.72,77.99,249.0,0.18,normal
5.78,76.48,339.81,0.58,normal
4.79,67.77,218.66,0.14,normal
4.83,82.58,249.94,0.28,normal
2.91,84.71,276.6,0.51,normal
4.1,65.41,271.23,1.47,normal
3.49,68.37,342.72,0.79,normal
3.54,65.55,331.03,0.85,normal
-1.43,77.42,186.36,0.33,abnormal
5.49,83.25,269.94,0.86,normal
5.38,80.44,251.47,7.07,abnormal
4.49,83.71,327.65,1.19,normal
5.74,83.7,171.55,1.02,normal
2.67,66.99,188.63,0.23,normal
3.35,74.09,281.7,1.25,normal
5.78,78.37,163.09,0.37,normal
5.84,74.82,308.81,0.06,normal
5.93,74.61,318.72,0.99,normal
4.36,81.96,168.19,0.98,normal
4.3,75.64,775.93,0.82,abnormal
3.28,73.96,189.61,1.42,normal
3.74,66.65,154.77,0.16,normal
4.44,71.12,348.46,1.16,normal
4.8,75.55,158.33,1.42,normal
4.35,83.01,258.56,0.96,normal
4.14,65.94,210.59,0.28,normal
13.77,78.68,236.76,0.76,abnormal
3.48,78.98,1137.46,0.15,abnormal
0.14,66.46,190.72,0.31,abnormal
2.06,83.44,191.21,1.03,normal
14.33,78.19,333.05,0.5,abnormal
3.56,69.57,333.52,0.6,normal
4.4,77.44,201.64,1.38,normal
4.84,83.04,211.95,1.41,normal
5.65,73.18,152.05,1.24,normal
5.37,68.79,305.85,0.38,normal
4.77,65.84,303.43,0.19,normal
2.28,67.29,181.78,1.19,normal
4.15,68.35,298.02,1.43,normal
4.78,70.7,207.29,1.28,normal
5.04,72.9,327.12,0.3,normal
5.39,69.02,253.65,0.05,normal
2.45,65.76,227.61,0.13,normal
2.27,73.72,224.18,1.11,normal
5.08,78.26,250.72,1.46,normal
4.9,65.88,152.84,0.23,normal
5.69,93.5,190.13,0.97,abnormal
2.61,70.84,162.73,0.28,normal
4.63,73.78,324.27,0.1,normal
4.11,76.14,178.67,1.45,normal
4.74,73.2,256.85,0.93,normal
5.73,72.41,178.7,0.16,normal
3.52,76.25,312.74,1.15,normal
2.9,77.57,262.73,0.11,normal
5.64,83.74,278.96,0.42,normal
3.8,79.96,286.58,0.92,normal
5.95,74.1,333.89,0.23,normal
3.44,67.89,277.42,0.26,normal
5.53,93.68,154.19,1.21,abnormal
3.84,79.21,258.3,0.34,normal
5.36,72.06,338.38,0.63,normal
4.93,73.88,227.69,0.55,normal
3.6,79.47,191.18,0.33,normal
2.78,82.47,281.87,0.93,normal
5.45,80.84,762.37,0.46,abnormal
3.88,75.86,240.46,1.36,normal
3.65,68.99,736.38,1.33,abnormal
5.75,73.64,338.64,0.04,normal
4.27,68.45,346.73,1.02,normal
4.56,76.5,310.17,0.23,normal
2.98,79.77,302.52,0.73,normal
5.05,75.61,275.62,0.05,normal
2.26,65.43,334.03,1.3,normal
2.36,83.63,221.34,1.12,normal
5.36,93.63,331.85,0.88,abnormal
3.35,38.5,210.65,1.2,abnormal
5.52,68.27,173.69,1.37,normal
4.25,77.57,289.97,0.42,normal
0.93,78.28,179.33,0.67,abnormal
2.54,72.62,225.87,0.26,normal
4.75,81.36,336.19,0.88,normal
5.58,84.41,339.32,0.85,normal
14.21,66.38,176.99,0.45,abnormal
2.6,84.86,308.19,1.0,normal
3.17,97.93,307.32,0.53,abnormal
2.06,52.82,233.55,0.25,abnormal
-0.46,84.64,330.86,0.04,abnormal
2.67,77.99,290.1,0.39,normal
2.16,97.5,301.95,0.69,abnormal
4.21,67.61,345.65,0.94,normal
2.08,72.61,330.91,0.57,normal
4.69,78.94,217.13,1.2,normal
3.63,41.84,338.58,1.08,abnormal
3.96,70.33,332.67,1.38,normal
4.66,71.37,251.76,0.17,normal
5.22,67.14,164.88,0.56,normal
5.21,80.58,322.74,0.01,normal
5.23,82.4,273.49,0.23,normal
5.49,74.22,324.68,1.18,normal
2.49,79.08,189.9,1.12,normal
2.37,84.03,150.77,1.19,normal
2.2,66.59,214.08,0.79,normal
2.79,84.76,271.09,0.28,normal
4.7,82.3,162.25,0.28,normal
2.7,68.95,178.78,0.81,normal
2.5,80.23,187.64,7.24,abnormal
2.91,72.89,317.21,0.45,normal
4.56,69.37,200.19,0.52,normal
2.03,82.81,286.71,0.42,normal
2.25,74.88,330.54,0.09,normal
3.72,78.48,329.73,0.67,normal
2.35,76.76,333.27,4.81,abnormal
4.71,66.32,202.49,1.26,normal
4.97,74.61,249.94,1.15,normal
6.0,68.81,267.45,0.06,normal
3.86,74.23,334.69,1.27,normal
5.47,44.29,180.54,1.11,abnormal
5.8,82.47,307.65,0.57,normal
-0.8,65.28,308.28,0.99,abnormal
4.37,68.68,168.97,0.59,normal
3.35,65.43,228.45,0.46,normal
3.11,68.8,924.78,0.75,abnormal
5.41,74.75,283.16,0.53,normal
5.81,79.12,271.56,0.21,normal
3.98,69.33,248.1,1.44,normal
3.35,71.21,273.7,0.92,normal
4.12,71.82,224.67,1.03,normal
4.26,74.47,153.54,0.56,normal
5.78,78.77,332.03,1.35,normal
5.61,74.52,206.11,0.51,normal
4.79,83.04,343.09,1.17,normal
5.65,79.16,271.88,1.22,normal
4.25,82.81,212.69,1.32,normal
2.59,71.43,255.85,0.69,normal
3.06,73.99,305.49,6.96,abnormal
2.57,81.96,161.8,0.37,normal
3.31,81.5,246.51,0.22,normal
3.28,84.71,270.95,0.8,normal
2.75,83.47,271.02,4.48,abnormal
5.54,75.47,250.83,0.37,normal
4.8,82.05,209.64,0.31,normal
2.12,77.88,234.28,0.55,normal
5.97,73.93,226.4,0.24,normal
3.26,83.74,241.19,0.3,normal
3.14,76.73,214.56,0.03,normal
3.31,74.54,178.35,1.25,normal
2.1,73.69,214.78,0.27,normal
5.04,77.87,214.8,1.13,normal
4.05,79.46,292.73,0.75,normal
-1.55,75.46,338.02,0.35,abnormal
5.89,71.76,232.53,1.13,normal
4.18,75.49,278.36,0.59,normal
5.29,81.29,239.7,0.17,normal
2.91,90.57,286.7,0.04,abnormal
4.79,74.57,158.44,1.14,normal
-0.5,71.46,301.19,1.01,abnormal
5.06,74.84,283.93,1.05,normal
2.16,76.79,191.77,0.87,normal
4.81,76.63,223.62,1.35,normal
2.85,75.72,333.04,1.12,normal
4.23,75.22,181.97,0.3,normal
3.34,71.54,202.07,0.18,normal
2.12,77.07,280.28,0.77,normal
2.74,65.83,310.93,1.11,normal
0.28,79.71,209.72,1.03,abnormal
4.37,71.07,242.76,0.97,normal
5.56,81.87,193.36,0.04,normal
5.32,82.21,191.27,1.42,normal
3.31,84.68,270.36,0.25,normal
4.24,70.71,347.36,1.29,normal
4.47,82.69,320.54,0.93,normal
5.72,93.03,226.28,0.85,abnormal
2.21,69.31,188.16,0.63,normal
9.96,78.07,209.49,0.05,abnormal
2.57,74.14,336.45,1.47,normal
14.44,79.89,286.37,0.05,abnormal
2.7,37.25,294.96,0.68,abnormal
4.23,70.4,290.58,5.4,abnormal
2.61,66.3,285.6,0.04,normal
5.32,73.25,344.58,0.87,normal
2.25,80.39,206.16,0.42,normal
5.21,65.49,204.39,1.31,normal
3.79,65.04,280.04,1.31,normal
4.24,49.06,308.39,1.07,abnormal
3.15,66.77,223.46,1.23,normal
3.49,83.04,295.24,0.81,normal
4.56,73.14,266.04,0.56,normal
2.59,96.73,327.89,1.01,abnormal
5.85,66.73,200.64,0.21,normal
3.87,80.07,322.36,3.82,abnormal
4.03,82.19,275.01,0.9,normal
5.33,68.19,309.75,0.21,normal
2.82,78.86,166.35,0.63,normal
4.01,65.84,170.76,0.01,normal
5.77,79.79,286.8,6.94,abnormal
3.3,81.73,224.66,1.41,normal
5.28,69.38,220.23,0.61,normal
2.43,77.81,240.73,1.25,normal
0.15,82.86,343.86,1.2,abnormal
5.66,78.9,211.31,1.13,normal
2.84,77.76,340.31,0.29,normal
3.18,69.14,315.53,1.02,normal
3.81,67.38,338.97,0.99,normal
4.39,71.86,224.98,0.46,normal
5.68,77.7,268.67,1.02,normal
3.28,35.62,290.13,1.29,abnormal
4.16,66.96,287.72,0.93,normal
5.89,74.81,155.47,0.06,normal
5.62,74.5,258.75,0.12,normal
4.86,83.45,240.94,1.12,normal
5.94,65.69,211.96,1.17,normal
-0.16,66.9,286.76,0.89,abnormal
2.11,75.13,163.82,0.27,normal
4.26,81.03,257.13,1.09,normal
2.47,75.33,184.78,0.68,normal
10.03,71.63,171.93,0.23,abnormal
-0.55,69.98,227.46,1.12,abnormal
2.71,72.53,210.46,0.34,normal
5.38,69.57,811.27,1.05,abnormal
9.15,67.64,345.76,0.91,abnormal
3.98,80.89,235.99,1.06,normal
4.54,91.06,244.73,0.42,abnormal
3.69,66.3,202.56,1.42,normal
3.61,83.39,331.32,1.31,normal
2.65,76.41,282.93,0.67,normal
4.23,94.78,344.17,0.98,abnormal
2.46,65.8,190.49,0.45,normal
3.56,72.44,252.04,0.02,normal
3.06,75.61,210.67,1.22,normal
2.97,74.61,192.71,1.0,normal
2.86,68.45,260.61,0.94,normal
9.02,67.54,251.97,1.29,abnormal
4.05,84.75,263.23,0.37,normal
5.36,72.23,195.07,0.39,normal
3.73,82.41,306.13,0.04,normal
5.72,72.82,271.29,1.3,normal
2.51,77.3,308.09,1.33,normal
5.02,68.15,269.8,0.43,normal
3.73,65.62,163.27,0.13,normal
0.32,65.8,205.48,0.42,abnormal
5.95,71.83,317.26,0.91,normal
4.05,42.72,324.23,1.03,abnormal
5.69,77.1,282.2,0.86,normal
2.36,74.79,218.48,0.78,normal
3.01,70.36,204.25,0.43,normal
3.25,83.12,331.44,0.85,normal
3.23,81.51,253.53,0.62,normal
3.7,78.18,303.66,1.34,normal
5.08,70.9,287.42,0.54,normal
3.28,80.96,266.35,0.26,normal
5.5,77.77,191.15,1.18,normal
0.66,81.19,225.0,0.59,abnormal
5.73,74.18,218.28,0.38,normal
2.5,72.53,260.14,0.59,normal
5.25,70.1,249.01,1.4,normal
5.28,75.22,234.1,0.4,normal
5.93,76.91,245.27,4.93,abnormal
2.72,72.23,310.26,0.08,normal
2.43,95.35,175.48,0.14,abnormal
3.69,65.8,282.06,0.09,normal
5.91,79.39,206.84,0.36,normal
4.41,80.03,335.57,0.53,normal
2.09,76.68,302.47,0.26,normal
2.81,47.33,340.89,0.14,abnormal
5.91,70.39,247.25,0.14,normal
-1.27,77.19,328.38,1.38,abnormal
2.01,78.42,237.04,1.29,normal
2.85,37.01,166.4,1.07,abnormal
4.96,72.69,273.01,0.57,normal
3.09,82.64,248.3,1.18,normal
3.29,74.98,273.13,1.26,normal
3.49,79.07,270.19,1.05,normal
5.15,69.14,212.84,0.61,normal
3.16,69.62,270.09,0.7,normal
5.74,69.88,289.52,0.68,normal
3.56,71.9,226.19,0.74,normal
5.64,66.79,200.99,0.34,normal
5.99,74.57,183.71,1.28,normal
4.4,81.2,319.18,1.47,normal
5.04,66.8,333.17,0.14,normal
2.2,66.59,336.4,0.68,normal
5.43,70.57,333.19,0.34,normal
4.08,69.64,168.45,0.08,normal
5.14,84.08,338.3,0.26,normal
5.77,82.9,197.25,1.21,normal
4.85,66.35,170.3,1.23,normal
2.5,74.25,302.17,1.08,normal
5.73,69.91,151.75,1.28,normal
4.05,65.41,250.9,0.09,normal
2.19,68.12,176.46,1.29,normal
5.13,74.25,818.46,1.07,abnormal
2.65,77.12,158.45,1.47,normal
3.15,75.58,247.99,1.13,normal
4.9,82.78,243.32,0.97,normal
5.15,76.55,317.53,0.61,normal
5.75,68.34,321.59,0.19,normal
2.29,84.89,318.39,0.17,normal
3.5,42.47,212.91,0.3,abnormal
3.74,77.77,179.43,1.3,normal
5.0,77.98,210.39,0.37,normal
2.91,73.78,247.36,0.7,normal
5.53,74.27,233.16,0.08,normal
5.69,70.91,160.62,5.33,abnormal
4.61,73.67,269.65,0.53,normal
3.91,83.68,323.73,0.72,normal
2.77,83.44,183.19,1.49,normal
4.84,70.39,154.94,0.33,normal
2.1,73.07,309.7,0.69,normal
3.14,66.02,253.4,0.18,normal
3.95,80.27,157.23,1.17,normal
4.27,66.35,343.63,1.4,normal
4.64,73.8,294.51,0.4,normal
5.66,66.86,226.78,0.59,normal
3.21,84.07,188.9,0.85,normal
5.3,68.03,259.41,0.38,normal
14.94,68.27,157.49,1.09,abnormal
2.88,83.3,183.12,1.01,normal
4.68,81.23,218.55,1.09,normal
3.88,84.13,265.41,0.82,normal
3.32,78.3,255.34,6.34,abnormal
4.08,70.58,915.7,1.34,abnormal
2.09,74.67,215.63,0.76,normal
4.9,73.09,340.42,0.45,normal
13.77,76.1,318.9,0.33,abnormal
5.62,53.52,289.48,0.76,abnormal
3.6,76.33,209.82,0.36,normal
5.79,78.26,304.99,1.39,normal
3.62,73.64,232.84,1.47,normal
3.48,71.16,247.3,1.5,normal
4.35,43.11,319.89,0.43,abnormal
2.66,68.18,215.43,0.57,normal
2.33,80.92,151.7,0.81,normal
2.37,84.4,311.62,0.97,normal
11.3,65.65,208.28,1.27,abnormal
5.67,79.0,283.21,0.13,normal
3.24,67.0,349.26,0.12,normal
2.0,83.45,307.91,1.35,normal
2.43,46.87,273.09,0.79,abnormal
2.55,94.62,320.48,0.24,abnormal
4.06,74.93,194.76,0.43,normal
3.35,68.26,244.53,0.68,normal
3.17,97.06,230.22,1.21,abnormal
5.94,71.19,215.32,0.36,normal
2.62,66.59,267.54,0.18,normal
3.8,67.99,164.69,1.16,normal
4.32,79.37,237.07,0.18,normal
5.77,76.04,267.53,1.41,normal
3.89,65.68,181.31,0.29,normal
2.13,82.06,200.44,0.28,normal
4.63,72.95,291.83,0.49,normal
3.31,84.33,234.47,0.47,normal
5.47,68.68,1108.42,0.25,abnormal
2.37,82.51,216.91,0.06,normal
4.05,74.91,205.57,0.3,normal
2.15,65.18,222.15,0.51,normal
3.35,67.09,304.31,1.45,normal
2.59,78.61,321.55,1.12,normal
3.56,75.57,268.1,1.39,normal
5.08,79.63,157.89,1.45,normal
3.16,84.94,241.29,0.43,normal
4.36,84.3,162.56,1.24,normal
3.85,82.69,264.38,1.38,normal
-0.65,71.01,280.41,0.06,abnormal
5.62,70.08,203.07,0.8,normal
5.81,73.98,229.4,0.65,normal
4.14,98.99,337.98,0.02,abnormal
5.18,77.8,211.24,6.0,abnormal
5.96,69.27,282.26,0.43,normal
2.94,84.79,262.15,0.49,normal
2.8,78.7,165.94,0.97,normal
8.7,83.62,296.2,0.25,abnormal
3.03,68.24,235.29,1.09,normal
5.06,70.78,349.58,1.04,normal
2.3,68.11,174.29,1.41,normal
13.45,80.89,338.87,1.45,abnormal
3.81,67.43,303.2,1.17,normal
2.49,78.36,205.66,0.12,normal
3.41,72.76,187.86,1.42,normal
5.64,77.41,343.88,1.15,normal
-1.56,68.21,313.04,0.8,abnormal
5.7,77.63,155.96,1.28,normal
3.73,81.15,305.17,0.6,normal
4.48,74.67,267.27,1.05,normal
2.91,78.14,332.58,5.47,abnormal
3.55,77.85,189.82,0.06,normal
2.01,72.11,347.53,1.4,normal
3.66,81.75,343.92,1.29,normal
5.37,76.89,262.28,0.17,normal
3.98,84.92,295.18,0.51,normal
2.13,81.7,213.41,0.47,normal
2.16,91.07,337.81,1.0,abnormal
3.03,72.59,180.61,4.7,abnormal
2.3,75.62,165.02,0.46,normal
2.09,84.63,215.55,1.07,normal
4.41,82.03,753.77,0.14,abnormal
3.34,82.77,186.52,0.32,normal
2.93,70.53,318.29,0.83,normal
5.44,81.23,259.79,0.87,normal
3.19,76.05,209.51,1.34,normal
2.16,83.38,234.03,0.99,normal
2.21,66.37,339.8,0.88,normal
3.91,74.38,222.23,0.81,normal
4.36,76.22,308.82,0.12,normal
4.59,76.38,323.34,0.95,normal
2.87,79.16,183.87,1.44,normal
2.95,73.16,976.99,1.31,abnormal
4.92,81.84,248.53,0.36,normal
4.45,72.77,315.01,0.44,normal
5.89,73.23,265.67,0.4,normal
5.56,79.14,201.0,0.91,normal
2.46,76.81,299.36,1.04,normal
5.26,76.6,343.43,0.37,normal
2.92,70.0,159.31,0.11,normal
5.86,70.53,172.52,0.0,normal
2.44,78.92,232.67,0.51,normal
2.59,77.96,174.65,0.55,normal
4.64,48.61,238.68,0.3,abnormal
2.83,72.06,323.99,1.29,normal
3.96,83.98,237.49,0.38,normal
2.63,80.63,316.74,1.12,normal
2.82,67.21,207.44,0.43,normal
5.08,74.46,302.53,0.1,normal
3.21,69.49,190.18,1.3,normal
3.08,44.61,237.63,0.2,abnormal
4.58,72.69,347.3,0.83,normal
2.58,70.35,224.17,0.38,normal
5.45,75.33,212.04,0.61,normal
5.83,67.14,329.76,0.38,normal
5.83,83.63,321.17,0.86,normal
-0.12,84.55,150.67,1.44,abnormal
4.76,76.08,263.59,0.0,normal
2.43,71.13,302.83,0.38,normal
4.34,77.58,283.97,1.44,normal
3.43,72.6,274.92,1.34,normal
5.43,72.14,301.79,0.8,normal
3.72,76.25,287.95,0.15,normal
-0.77,65.88,243.42,0.8,abnormal
2.41,84.8,259.71,1.08,normal
2.86,72.42,157.32,0.02,normal
2.48,70.61,267.73,0.67,normal
3.36,69.73,173.76,1.21,normal
4.15,77.58,302.18,0.07,normal
4.16,78.15,289.17,0.01,normal
0.39,82.75,170.02,0.76,abnormal
4.3,65.0,289.28,1.4,normal
4.23,68.29,297.78,1.47,normal
4.67,68.85,314.46,0.35,normal
2.72,81.55,189.53,0.44,normal
3.8,77.37,156.3,1.09,normal
3.47,80.13,302.22,1.25,normal
4.75,81.67,181.81,0.57,normal
2.14,68.5,318.58,0.63,normal
2.63,66.46,233.01,0.65,normal
2.66,79.27,292.74,1.33,normal
5.6,76.83,342.38,0.88,normal
3.81,81.58,268.85,0.99,normal
3.8,68.44,317.34,0.67,normal
4.43,83.52,309.66,1.25,normal
3.18,80.45,242.97,0.14,normal
5.19,67.54,160.76,1.11,normal
5.43,76.2,228.92,0.97,normal
5.27,66.06,185.96,1.31,normal
2.96,66.02,321.66,0.82,normal
4.16,66.67,255.02,0.14,normal
4.2,81.56,158.8,0.74,normal
0.41,69.41,277.25,0.78,abnormal
2.29,79.42,259.35,1.11,normal
2.66,70.53,319.45,0.04,normal
5.12,80.51,288.18,1.29,normal
2.33,68.3,298.44,0.96,normal
4.75,74.62,311.07,0.66,normal
3.49,80.75,299.69,6.02,abnormal
5.95,71.26,284.44,1.19,normal
3.16,70.84,181.85,0.82,normal
4.67,75.8,207.44,0.78,normal
2.6,81.49,207.8,0.93,normal
3.52,65.81,236.94,0.04,normal
2.01,70.23,199.12,0.52,normal
3.45,75.32,256.01,0.61,normal
2.94,67.99,203.88,0.34,normal
4.65,72.32,314.32,1.18,normal
2.17,79.29,275.0,0.08,normal
3.64,82.12,261.65,0.93,normal
2.07,77.49,277.25,1.41,normal
-1.62,66.21,310.4,1.39,abnormal
5.34,91.24,261.16,0.79,abnormal
4.5,70.17,321.39,0.27,normal
5.52,39.98,188.77,1.08,abnormal
4.59,72.99,198.45,1.01,normal
3.6,78.56,295.2,0.78,normal
4.67,71.15,209.52,0.03,normal
2.52,79.44,319.01,5.15,abnormal
5.84,70.04,242.39,0.06,normal
5.78,77.63,181.33,1.42,normal
3.16,82.47,187.32,1.18,normal
3.48,75.87,187.39,0.29,normal
2.09,66.69,225.45,5.06,abnormal
3.16,76.51,312.94,0.76,normal
